Subject	Word	VOT	Length	Density	Frequency	SumSegProbability	SumBiProb	MinPair	Pair	Vowel	Consonant	Prevoiced	x	y
12	belt	0.015937567	4	22	24.35	0.2872	0.0158	0.5	8B	EH	B	0		
12	best	0.018102581	4	30	404.37	0.2923	0.0333	0.5	6B	EH	B	0		
12	best	0.014035336	4	30	404.37	0.2923	0.0333	0.5	6B	EH	B	0		
12	best	0.013954716	4	30	404.37	0.2923	0.0333	0.5	6B	EH	B	0		
12	bet	0.019286163	3	44	171.82	0.1901	0.0081	0.5	9B	EH	B	0		
12	bet	0.012206528	3	44	171.82	0.1901	0.0081	0.5	9B	EH	B	0		
12	bet	0.010016857	3	44	171.82	0.1901	0.0081	0.5	9B	EH	B	0		
12	bike	0.0197119	3	33	25.88	0.139	0.0053	0.5	11B	AY	B	0		
12	bike	0.015359055	3	33	25.88	0.139	0.0053	0.5	11B	AY	B	0		
12	bike	0.012960043	3	33	25.88	0.139	0.0053	0.5	11B	AY	B	0		
12	bin	0.019791194	3	42	5.37	0.2435	0.0136	0.5	10B	IH	B	0		
12	bin	0.014002866	3	42	5.37	0.2435	0.0136	0.5	10B	IH	B	0		
12	bin	0.0186251	3	42	5.37	0.2435	0.0136	0.5	10B	IH	B	0		
12	binge	0.017166082	4	7	0.92	0.2548	0.0162	-0.5	10B	IH	B	0		
12	binge	0.016113339	4	7	0.92	0.2548	0.0162	-0.5	10B	IH	B	0		
12	binge	0.020976843	4	7	0.92	0.2548	0.0162	-0.5	10B	IH	B	0		
12	bite	0.015363684	3	37	40.78	0.1515	0.0057	-0.5	11B	AY	B	0		
12	bite	0.011507539	3	37	40.78	0.1515	0.0057	-0.5	11B	AY	B	0		
12	bite	0.016056602	3	37	40.78	0.1515	0.0057	-0.5	11B	AY	B	0		
12	boast	0.023776884	4	20	1.06	0.2687	0.0279	0.5	12B	OW	B	0		
12	boast	0.013675214	4	20	1.06	0.2687	0.0279	0.5	12B	OW	B	0		
12	boast	0.014473775	4	20	1.06	0.2687	0.0279	0.5	12B	OW	B	0		
12	bolt	0.02207975	4	16	6.88	0.2636	0.0117	-0.5	12B	OW	B	0		
12	bolt	0.021377218	4	16	6.88	0.2636	0.0117	-0.5	12B	OW	B	0		
12	bolt	0.020761677	4	16	6.88	0.2636	0.0117	-0.5	12B	OW	B	0		
12	bone	0.019919665	3	40	26.06	0.1966	0.0045	-0.5	13B	OW	B	0		
12	bone	0.016063861	3	40	26.06	0.1966	0.0045	-0.5	13B	OW	B	0		
12	bone	0.017921754	3	40	26.06	0.1966	0.0045	-0.5	13B	OW	B	0		
12	bowl	0.024840229	3	39	21.45	0.1742	0.0078	0.5	13B	OW	B	0		
12	bowl	0.020221718	3	39	21.45	0.1742	0.0078	0.5	13B	OW	B	0		
12	bowl	0.020664821	3	39	21.45	0.1742	0.0078	0.5	13B	OW	B	0		
12	bud	0.024252843	3	37	35.45	0.1284	0.0044	-0.5	16B	AH	B	0		
12	bud	0.018301337	3	37	35.45	0.1284	0.0044	-0.5	16B	AH	B	0		
12	bud	0.016430752	3	37	35.45	0.1284	0.0044	-0.5	16B	AH	B	0		
12	bug	0.019099033	3	33	20.94	0.1083	0.0048	0.5	16B	AH	B	0		
12	bug	0.021981523	3	33	20.94	0.1083	0.0048	0.5	16B	AH	B	0		
12	bug	0.018957409	3	33	20.94	0.1083	0.0048	0.5	16B	AH	B	0		
12	bum	0.019257668	3	35	15.43	0.1399	0.0085	-0.5	17B	AH	B	0		
12	bum	0.018766976	3	35	15.43	0.1399	0.0085	-0.5	17B	AH	B	0		
12	bum	0.015836597	3	35	15.43	0.1399	0.0085	-0.5	17B	AH	B	0		
12	bump	0.018725864	4	18	12.35	0.1761	0.0176	0.5	18B	AH	B	0		
12	bump	0.019450743	4	18	12.35	0.1761	0.0176	0.5	18B	AH	B	0		
12	bump	0.015728546	4	18	12.35	0.1761	0.0176	0.5	18B	AH	B	0		
12	bun	0.016858606	3	47	2.88	0.1865	0.0091	0.5	17B	AH	B	0		
12	bun	0.018184395	3	47	2.88	0.1865	0.0091	0.5	17B	AH	B	0		
12	bun	0.019841843	3	47	2.88	0.1865	0.0091	0.5	17B	AH	B	0		
12	bust	0.019307452	4	25	27.57	0.2586	0.0305	-0.5	18B	AH	B	0		
12	bust	0.013446489	4	25	27.57	0.2586	0.0305	-0.5	18B	AH	B	0		
12	bust	0.016385703	4	25	27.57	0.2586	0.0305	-0.5	18B	AH	B	0		
12	dab	0.025639926	3	27	1.12	0.1572	0.0044	0.5	1D	AE	D	0		
12	dab	0.025881678	3	27	1.12	0.1572	0.0044	0.5	1D	AE	D	0		
12	dab	0.033043108	3	27	1.12	0.1572	0.0044	0.5	1D	AE	D	0		
12	daft	0.021241775	4	11	1.33	0.2403	0.005	-0.5	1D	AE	D	0		
12	daft	0.022565612	4	11	1.33	0.2403	0.005	-0.5	1D	AE	D	0		
12	daft	0.021136936	4	11	1.33	0.2403	0.005	-0.5	1D	AE	D	0		
12	darn	0.036357026	4	13	13.9	0.2375	0.0211	-0.5	2D	AA	D	0		
12	darn	0.026575397	4	13	13.9	0.2375	0.0211	-0.5	2D	AA	D	0		
12	darn	0.03691032	4	13	13.9	0.2375	0.0211	-0.5	2D	AA	D	0		
12	dart	0.0223704	4	18	1.92	0.2801	0.0248	0.5	2D	AA	D	0		
12	dart	0.023028134	4	18	1.92	0.2801	0.0248	0.5	2D	AA	D	0		
12	dart	0.022261254	4	18	1.92	0.2801	0.0248	0.5	2D	AA	D	0		
12	deaf	0.0306777	3	19	14.53	0.1444	0.0086	-0.5	3D	EH	D	0		
12	deaf	0.02101577	3	19	14.53	0.1444	0.0086	-0.5	3D	EH	D	0		
12	deaf	0.022712638	3	19	14.53	0.1444	0.0086	-0.5	3D	EH	D	0		
12	deal	0.036454582	3	36	261.37	0.1573	0.0057	0.5	5D	IY	D	0		
12	deal	0.031015495	3	36	261.37	0.1573	0.0057	0.5	5D	IY	D	0		
12	deal	0.022011171	3	36	261.37	0.1573	0.0057	0.5	5D	IY	D	0		
12	dealt	0.024908919	4	19	7.43	0.2878	0.0196	-0.5	4D	EH	D	0		
12	dealt	0.029002687	4	19	7.43	0.2878	0.0196	-0.5	4D	EH	D	0		
12	dealt	0.026469754	4	19	7.43	0.2878	0.0196	-0.5	4D	EH	D	0		
12	deep	0.02150682	3	26	76.39	0.1208	0.0045	-0.5	5D	IY	D	0		
12	deep	0.034247335	3	26	76.39	0.1208	0.0045	-0.5	5D	IY	D	0		
12	deep	0.026985127	3	26	76.39	0.1208	0.0045	-0.5	5D	IY	D	0		
12	delve	0.035747123	4	8	0.27	0.2131	0.0173	-0.5	6D	EH	D	0		
12	delve	0.018287982	4	8	0.27	0.2131	0.0173	-0.5	6D	EH	D	0		
12	delve	0.021490631	4	8	0.27	0.2131	0.0173	-0.5	6D	EH	D	0		
12	den	0.039717507	3	43	6.12	0.2208	0.022	0.5	3D	EH	D	0		
12	den	0.022132275	3	43	6.12	0.2208	0.022	0.5	3D	EH	D	0		
12	den	0.024278426	3	43	6.12	0.2208	0.022	0.5	3D	EH	D	0		
12	dense	0.027025505	4	18	2.12	0.2709	0.0321	0.5	4D	EH	D	0		
12	dense	0.021861433	4	18	2.12	0.2709	0.0321	0.5	4D	EH	D	0		
12	dense	0.02398004	4	18	2.12	0.2709	0.0321	0.5	4D	EH	D	0		
12	dent	0.02436287	4	24	3.53	0.3102	0.0378	0.5	6D	EH	D	0		
12	dent	0.022816953	4	24	3.53	0.3102	0.0378	0.5	6D	EH	D	0		
12	dent	0.025847533	4	24	3.53	0.3102	0.0378	0.5	6D	EH	D	0		
12	dibs	0.016104519	4	11	2.31	0.1861	0.0175	-0.5	16D	IH	D	0		
12	dibs	0.025074107	4	11	2.31	0.1861	0.0175	-0.5	16D	IH	D	0		
12	dibs	0.021116836	4	11	2.31	0.1861	0.0175	-0.5	16D	IH	D	0		
12	dill	0.028070175	3	45	1.76	0.2217	0.0242	0.5	16D	IH	D	0		
12	dill	0.027948244	3	45	1.76	0.2217	0.0242	0.5	16D	IH	D	0		
12	dill	0.031566469	3	45	1.76	0.2217	0.0242	0.5	16D	IH	D	0		
12	din	0.024491373	3	46	1.18	0.2441	0.0248	0.5	8D	IH	D	0		
12	din	0.022357234	3	46	1.18	0.2441	0.0248	0.5	8D	IH	D	0		
12	din	0.025682599	3	46	1.18	0.2441	0.0248	0.5	8D	IH	D	0		
12	dip	0.023016503	3	37	7.96	0.1852	0.0201	0.5	7D	IH	D	0		
12	dip	0.015871396	3	37	7.96	0.1852	0.0201	0.5	7D	IH	D	0		
12	dip	0.018747309	3	37	7.96	0.1852	0.0201	0.5	7D	IH	D	0		
12	disc	0.023496691	4	11	2.57	0.2691	0.0378	-0.5	7D	IH	D	0		
12	disc	0.019968254	4	11	2.57	0.2691	0.0378	-0.5	7D	IH	D	0		
12	disc	0.021688083	4	11	2.57	0.2691	0.0378	-0.5	7D	IH	D	0		
12	ditch	0.022108524	3	27	7.86	0.156	0.0165	-0.5	8D	IH	D	0		
12	ditch	0.029182408	3	27	7.86	0.156	0.0165	-0.5	8D	IH	D	0		
12	ditch	0.021223247	3	27	7.86	0.156	0.0165	-0.5	8D	IH	D	0		
12	does	0.01900727	3	30	666.71	0.1112	0.0034	-0.5	9D	AH	D	0		
12	does	0.024036982	3	30	666.71	0.1112	0.0034	-0.5	9D	AH	D	0		
12	does	0.016239639	3	30	666.71	0.1112	0.0034	-0.5	9D	AH	D	0		
12	done	0.025780125	3	49	485.04	0.1871	0.0081	0.5	9D	AH	D	0		
12	done	0.028689589	3	49	485.04	0.1871	0.0081	0.5	9D	AH	D	0		
12	done	0.019044312	3	49	485.04	0.1871	0.0081	0.5	9D	AH	D	0		
12	dour	0.028253597	3	19	0.16	0.1699	0.0023	0.5	12D	AW	D	0		
12	dour	0.020783859	3	19	0.16	0.1699	0.0023	0.5	12D	AW	D	0		
12	douse	0.027582128	3	26	0.8	0.1404	0.0017	-0.5	12D	AW	D	0		
12	douse	0.02236343	3	26	0.8	0.1404	0.0017	-0.5	12D	AW	D	0		
12	dub	0.026726448	3	29	1.08	0.117	0.006	0.5	14D	AH	D	0		
12	dub	0.017693042	3	29	1.08	0.117	0.006	0.5	14D	AH	D	0		
12	dub	0.019806993	3	29	1.08	0.117	0.006	0.5	14D	AH	D	0		
12	dumb	0.029396447	3	42	46.96	0.1405	0.0075	-0.5	13D	AH	D	0		
12	dumb	0.029466576	3	42	46.96	0.1405	0.0075	-0.5	13D	AH	D	0		
12	dumb	0.021009315	3	42	46.96	0.1405	0.0075	-0.5	13D	AH	D	0		
12	dunce	0.024459761	4	11	0.49	0.2372	0.0182	-0.5	14D	AH	D	0		
12	dunce	0.023936965	4	11	0.49	0.2372	0.0182	-0.5	14D	AH	D	0		
12	dunce	0.023978877	4	11	0.49	0.2372	0.0182	-0.5	14D	AH	D	0		
12	dune	0.031921182	3	37	1	0.1701	0.0043	0.5	15D	UW	D	0		
12	dune	0.026295058	3	37	1	0.1701	0.0043	0.5	15D	UW	D	0		
12	dune	0.028583171	3	37	1	0.1701	0.0043	0.5	15D	UW	D	0		
12	dupe	0.029049509	3	29	0.65	0.1111	0.0035	-0.5	15D	UW	D	0		
12	dupe	0.028187487	3	29	0.65	0.1111	0.0035	-0.5	15D	UW	D	0		
12	dupe	0.023746617	3	29	0.65	0.1111	0.0035	-0.5	15D	UW	D	0		
12	dusk	0.021013867	4	12	1.2	0.2121	0.0121	0.5	13D	AH	D	0		
12	dusk	0.019516251	4	12	1.2	0.2121	0.0121	0.5	13D	AH	D	0		
12	dusk	0.018231333	4	12	1.2	0.2121	0.0121	0.5	13D	AH	D	0		
12	gain	0.023843319	3	40	13.73	1.1513	1.0042	0.5	3G	EY	G	0		
12	gain	0.019304138	3	40	13.73	1.1513	1.0042	0.5	3G	EY	G	0		
12	gain	0.027415886	3	40	13.73	1.1513	1.0042	0.5	3G	EY	G	0		
12	gap	0.019992025	3	30	4.27	1.1425	1.0081	0.5	1G	AE	G	0		
12	gap	0.047290421	3	30	4.27	1.1425	1.0081	0.5	1G	AE	G	0		
12	gap	0.022558957	3	30	4.27	1.1425	1.0081	0.5	1G	AE	G	0		
12	gas	0.025467614	3	36	67.78	1.1842	1.0104	-0.5	1G	AE	G	0		
12	gas	0.029319074	3	36	67.78	1.1842	1.0104	-0.5	1G	AE	G	0		
12	gas	0.031470821	3	36	67.78	1.1842	1.0104	-0.5	1G	AE	G	0		
12	gash	0.026939184	3	28	0.69	1.1131	1.0052	0.5	2G	AE	G	0		
12	gash	0.023394907	3	28	0.69	1.1131	1.0052	0.5	2G	AE	G	0		
12	gash	0.0330645	3	28	0.69	1.1131	1.0052	0.5	2G	AE	G	0		
12	gasp	0.029084198	4	9	1.73	1.2204	1.0185	-0.5	2G	AE	G	0		
12	gasp	0.027775301	4	9	1.73	1.2204	1.0185	-0.5	2G	AE	G	0		
12	gasp	0.018693729	4	9	1.73	1.2204	1.0185	-0.5	2G	AE	G	0		
12	gate	0.029414439	3	33	32.04	1.1212	1.0042	-0.5	3G	EY	G	0		
12	gate	0.032116198	3	33	32.04	1.1212	1.0042	-0.5	3G	EY	G	0		
12	gate	0.020455868	3	33	32.04	1.1212	1.0042	-0.5	3G	EY	G	0		
12	ghoul	0.044458262	3	26	1.02	1.1218	1.002	0.5	6G	UW	G	0		
12	ghoul	0.023102453	3	26	1.02	1.1218	1.002	0.5	6G	UW	G	0		
12	ghoul	0.032855171	3	26	1.02	1.1218	1.002	0.5	6G	UW	G	0		
12	gift	0.049376477	4	11	64.51	1.2312	1.0066	-0.5	10G	IH	G	0		
12	gift	0.024043088	4	11	64.51	1.2312	1.0066	-0.5	10G	IH	G	0		
12	gift	0.025329724	4	11	64.51	1.2312	1.0066	-0.5	10G	IH	G	0		
12	gig	0.02917934	3	21	11.2	1.1401	1.0048	-0.5	5G	IH	G	0		
12	gig	0.023689773	3	21	11.2	1.1401	1.0048	-0.5	5G	IH	G	0		
12	gig	0.026607263	3	21	11.2	1.1401	1.0048	-0.5	5G	IH	G	0		
12	gild	0.035892352	4	16	0.08	1.2361	1.0142	0.5	12G	IH	G	0		
12	gild	0.032704041	4	16	0.08	1.2361	1.0142	0.5	12G	IH	G	0		
12	gild	0.023578094	4	16	0.08	1.2361	1.0142	0.5	12G	IH	G	0		
12	gill	0.034726428	3	40	1.71	1.1958	1.0102	0.5	5G	IH	G	0		
12	gill	0.02638729	3	40	1.71	1.1958	1.0102	0.5	5G	IH	G	0		
12	gill	0.021764706	3	40	1.71	1.1958	1.0102	0.5	5G	IH	G	0		
12	gimp	0.023379716	4	7	0.94	1.2078	1.0172	-0.5	12G	IH	G	0		
12	gimp	0.023507387	4	7	0.94	1.2078	1.0172	-0.5	12G	IH	G	0		
12	gimp	0.035888197	4	7	0.94	1.2078	1.0172	-0.5	12G	IH	G	0		
12	gob	0.030322184	3	23	11.14	1.1124	1.0039	0.5	11G	AA	G	0		
12	gob	0.022187264	3	23	11.14	1.1124	1.0039	0.5	11G	AA	G	0		
12	gob	0.0193736	3	23	11.14	1.1124	1.0039	0.5	11G	AA	G	0		
12	goof	0.036368375	3	17	2.22	1.0678	1.0008	-0.5	6G	UW	G	0		
12	goof	0.021553233	3	17	2.22	1.0678	1.0008	-0.5	6G	UW	G	0		
12	goof	0.031039835	3	17	2.22	1.0678	1.0008	-0.5	6G	UW	G	0		
12	goon	0.036911457	3	29	2.27	1.1442	1.003	0.5	7G	UW	G	0		
12	goon	0.022434726	3	29	2.27	1.1442	1.003	0.5	7G	UW	G	0		
12	goon	-0.079353741	3	29	2.27	1.1442	1.003	0.5	7G	UW	G	1		
12	goose	0.019109977	3	24	13.04	1.1413	1.0022	-0.5	7G	UW	G	0		
12	goose	0.014404384	3	24	13.04	1.1413	1.0022	-0.5	7G	UW	G	0		
12	goose	0.031095499	3	24	13.04	1.1413	1.0022	-0.5	7G	UW	G	0		
12	gore	0.029206383	3	35	1.08	1.1536	1.0192	0.5	8G	AO	G	0		
12	gore	0.034620903	3	35	1.08	1.1536	1.0192	0.5	8G	AO	G	0		
12	gore	0.026460826	3	35	1.08	1.1536	1.0192	0.5	8G	AO	G	0		
12	gorge	0.023924641	4	7	1.31	1.1649	1.0202	-0.5	8G	AO	G	0		
12	gorge	0.02522688	4	7	1.31	1.1649	1.0202	-0.5	8G	AO	G	0		
12	gorge	0.032997622	4	7	1.31	1.1649	1.0202	-0.5	8G	AO	G	0		
12	goth	0.027934483	3	11	0.63	1.0938	1.0021	-0.5	11G	AA	G	0		
12	goth	0.024361573	3	11	0.63	1.0938	1.0021	-0.5	11G	AA	G	0		
12	goth	0.017259233	3	11	0.63	1.0938	1.0021	-0.5	11G	AA	G	0		
12	guilt	0.040170924	4	18	14.9	1.2852	1.0141	0.5	10G	IH	G	0		
12	guilt	0.028406652	4	18	14.9	1.2852	1.0141	0.5	10G	IH	G	0		
12	guilt	0.022752418	4	18	14.9	1.2852	1.0141	0.5	10G	IH	G	0		
12	gum	0.022382406	3	30	13.39	1.1146	1.0067	0.5	9G	AH	G	0		
12	gum	0.016983403	3	30	13.39	1.1146	1.0067	0.5	9G	AH	G	0		
12	gum	0.014632497	3	30	13.39	1.1146	1.0067	0.5	9G	AH	G	0		
12	gush	0.016103815	3	20	0.71	1.0729	1.002	-0.5	9G	AH	G	0		
12	gush	0.021587949	3	20	0.71	1.0729	1.002	-0.5	9G	AH	G	0		
12	gush	0.020661199	3	20	0.71	1.0729	1.002	-0.5	9G	AH	G	0		
