Speaker,Phoneme,File,TimeStamp,Ortho,Sylls,Cat,Lemma,FolLiquid,logForwardBigram,SpeechRate,MinPairExist,Closure,VOT,StopLength,VOTLengthRatio
s10,b,s1003b,214.862,bucks,1,N,buck,FALSE,-4.560172824,5.587137961,TRUE,0.045765385,0.009777583,0.055542969,0.176036386
s10,b,s1001a,291.222,bad,1,J,bad,FALSE,-3.672793332,5.462054953,TRUE,0.048349314,0.011364155,0.059713469,0.190311419
s10,b,s1003a,481.41,baked,1,V,bake,FALSE,-7.70391019,6.111375452,FALSE,0.056171171,0.002886266,0.059057436,0.04887218
s10,b,s1001a,259.6,busy,2,J,busy,FALSE,-5.482720128,4.558360813,FALSE,0.047593853,0.017186669,0.064780523,0.265306122
s10,b,s1001b,45.981,bad,1,J,bad,FALSE,-6.874252807,4.358468106,TRUE,0.052262617,0.002340117,0.054602734,0.042857143
s10,b,s1002b,48.808,bad,1,J,bad,FALSE,-5.844638916,4.826261038,TRUE,0.084852442,0.002643378,0.08749582,0.03021148
s10,b,s1001a,371.498,busy,2,J,busy,FALSE,-5.144583231,5.139860499,FALSE,0.057469372,0.0061012,0.063570573,0.095975232
s10,b,s1001a,306.217,busy,2,J,busy,FALSE,-5.920460845,5.678433706,FALSE,0.063512158,0.013917007,0.077429165,0.179738562
s10,b,s1001a,555.682,boy,1,N,boy,FALSE,-5.376311125,4.862394243,FALSE,0.071348731,0.004524554,0.075873285,0.059633028
s10,b,s1001b,322.108,back,1,R,back,FALSE,-2.142025026,5.878775725,TRUE,0.067212936,0.007661578,0.074874515,0.102325581
s10,b,s1002b,485.924,best,1,J,best,FALSE,-10.10682848,4.916812011,TRUE,0.086168434,0.00652271,0.092691144,0.07037037
s10,b,s1003a,579.273,big,1,J,big,FALSE,-5.598644114,4.567301471,TRUE,0.057329688,0.001653741,0.058983429,0.028037383
s10,b,s1001b,318.948,bad,1,J,bad,FALSE,-4.524160039,4.898894973,TRUE,0.085130499,0.01191827,0.097048769,0.122807018
s10,b,s1002a,566.994,best,1,J,best,FALSE,-3.867041227,5.82024947,TRUE,0.052195016,0.001732615,0.053927631,0.032128514
s10,b,s1003a,366.979,brand,1,N,brand,TRUE,-1.09861229,6.200869734,FALSE,0.078528421,0.023327403,0.101855824,0.22902375
s10,b,s1001a,535.238,bigger,2,J,big,FALSE,-10.99413167,3.762680232,TRUE,0.02549445,0.008070048,0.033564498,0.240434034
s10,b,s1002a,30.653,better,2,J,better,FALSE,-4.10208206,6.522804049,FALSE,0.059309881,0.005039402,0.064349283,0.078313253
s10,b,s1003b,1.586,book,1,N,book,FALSE,-8.065369444,5.008882418,FALSE,0.073998201,0.001248915,0.075247116,0.01659751
s10,b,s1003b,439.62,beer,1,N,beer,FALSE,-8.11038898,3.902757337,TRUE,0.065414911,0.003294276,0.068709187,0.047945205
s10,b,s1002a,235.245,bank,1,N,bank,FALSE,-7.785652563,4.793281353,FALSE,0.052421194,0.003730347,0.056151541,0.066433566
s10,b,s1003b,148.894,boy,1,N,boy,FALSE,-5.537334235,4.492584988,FALSE,0.059774884,0.007673803,0.067448686,0.113772455
s10,b,s1004a,82.897,better,2,J,better,FALSE,-4.10208206,7.796789282,FALSE,0.041181274,0.005197637,0.04637891,0.112068966
s10,b,s1001b,167.913,big,1,J,big,FALSE,-5.730590623,3.991070265,TRUE,0.047801561,0.004491422,0.052292983,0.085889571
s10,b,s1001a,277.64,bank,1,N,bank,FALSE,-7.785652563,5.030251935,FALSE,0.081299936,0.010976549,0.092276485,0.118952834
s10,b,s1001a,279.749,bank,1,N,bank,FALSE,-8.543603904,4.497328587,FALSE,0.062339993,0.008776018,0.071116012,0.123404255
s10,b,s1003a,528.182,break,1,N,break,TRUE,-7.194096917,6.573824044,FALSE,0.072452834,0.0081637,0.080616533,0.101265823
s10,b,s1002a,260.568,bank,1,N,bank,FALSE,-8.48466792,4.099711544,FALSE,0.039330317,0.013540356,0.052870673,0.256103346
s10,b,s1003a,405.49,birthday,2,N,birthday,TRUE,-8.18729969,4.109316792,FALSE,0.074514959,0.00935208,0.083867039,0.111510791
s10,b,s1001a,557.146,busy,2,J,busy,FALSE,-7.159810267,5.107278382,FALSE,0.05724381,0.00826855,0.065512361,0.126213592
s10,b,s1003b,440.08,big,1,J,big,FALSE,-4.044886278,3.902757337,TRUE,0.060771785,0.009024004,0.06979579,0.129291526
s10,b,s1001b,216.939,best,1,J,best,FALSE,-5.077061195,6.283004732,TRUE,0.036668324,0.00465868,0.041327004,0.112727273
s10,b,s1003b,534.426,built,1,V,build,FALSE,-10.24879874,5.242247153,FALSE,0.027846297,0.003403436,0.031249733,0.108910891
s10,b,s1002a,565.895,best,1,J,best,FALSE,-5.315845694,5.82024947,TRUE,0.05256134,0.007460319,0.06002166,0.124293785
s10,b,s1002b,245.926,band,1,N,band,FALSE,-1.526056305,4.998847141,FALSE,0.027266007,0.008927808,0.036193815,0.246666667
s10,b,s1002b,389.838,big,1,J,big,FALSE,-5.576753779,5.078175489,TRUE,0.098510643,0.001356896,0.099867539,0.013586957
s10,b,s1003a,86.787,best,1,J,best,FALSE,-5.077061195,4.706886225,TRUE,0.048120904,0.011240861,0.059361765,0.189361972
s10,b,s1003a,587.971,books,1,N,book,FALSE,-7.220495364,5.2236506,FALSE,0.065722101,0.008583925,0.074306026,0.115521253
s10,b,s1001b,532.166,back,1,N,back,FALSE,-6.506527804,4.295007865,TRUE,0.041944301,0.004128376,0.046072677,0.089605735
s10,b,s1003b,189.302,bank,1,N,bank,FALSE,-7.785652563,5.778617912,FALSE,0.054978959,0.011508809,0.066487768,0.17309664
s10,b,s1002a,262.511,bucks,1,N,buck,FALSE,-3.240252844,7.172514587,TRUE,0.043019443,0.006618376,0.049637819,0.133333333
s10,b,s1003b,308.874,beauty,2,N,beauty,FALSE,-10.25162759,4.881100155,FALSE,0.051004267,0.010613266,0.061617534,0.172244258
s10,b,s1003b,497.041,bright,1,J,bright,TRUE,-9.054431239,4.658664324,FALSE,0.0685861,0.012725942,0.081312043,0.156507472
s10,b,s1003a,58.058,bucks,1,N,buck,FALSE,-9.653507347,3.172916996,TRUE,0.052186375,0.011004427,0.063190802,0.17414602
s10,b,s1003a,296.911,brand,1,N,brand,TRUE,-1.09861229,6.034036353,FALSE,0.073323391,0.003767025,0.077090416,0.048865022
s10,b,s1001b,334.094,bed,1,N,bed,FALSE,-7.164587474,5.910255722,FALSE,0.064450314,0.002237858,0.066688172,0.033557047
s10,b,s1003a,520.239,bell,1,N,bell,FALSE,-0.677879708,5.078583263,FALSE,0.053785409,0.016170814,0.069956223,0.23115619
s10,b,s1003b,354.461,boys,1,N,boy,FALSE,-10.86582222,5.866988334,FALSE,0.073778877,0.003115241,0.076894118,0.040513389
s10,b,s1001a,90.783,bad,1,J,bad,FALSE,-5.547703256,3.714783849,TRUE,0.089076951,0.011241767,0.100318718,0.112060516
s10,b,s1003b,178.759,biggest,2,J,big,FALSE,-6.436630404,6.418513561,TRUE,0.057046879,0.003771694,0.060818573,0.062015504
s10,b,s1003b,83.361,best,1,J,best,FALSE,-5.077061195,5.692946711,TRUE,0.109653088,0.014009043,0.123662131,0.113284825
s10,b,s1003a,538.13,big,1,J,big,FALSE,-4.044886278,4.835878349,TRUE,0.073340621,0.005116788,0.078457409,0.065217391
s10,b,s1001a,315.03,busy,2,J,busy,FALSE,-5.433044216,3.810467354,FALSE,0.074255238,0.00767496,0.081930198,0.093676815
s10,b,s1003b,416.071,big,1,J,big,FALSE,-5.241487985,4.237552983,TRUE,0.068983661,0.004986771,0.073970431,0.06741573
s10,b,s1003a,64.306,biggest,2,J,big,FALSE,-6.436630404,5.994089827,TRUE,0.058135495,0.002353664,0.060489159,0.038910506
s10,b,s1001b,221.176,brand,1,N,brand,TRUE,-10.45861344,7.230835754,FALSE,0.030429057,0.002559453,0.03298851,0.077586207
s10,b,s1003b,211.454,bucks,1,N,buck,FALSE,-4.560172824,6.604677534,TRUE,0.051317555,0.011572514,0.062890068,0.184011782
s10,b,s1002b,244.663,better,2,J,better,FALSE,-4.739067931,6.167792746,FALSE,0.041808467,0.011637408,0.053445875,0.217741935
s10,b,s1002b,457.127,back,1,R,back,FALSE,-6.601509582,6.634284852,TRUE,0.033770062,0.006022686,0.039792748,0.151351351
s10,b,s1003a,85.865,best,1,J,best,FALSE,-5.077061195,4.706886225,TRUE,0.064805054,0.009936401,0.074741455,0.13294364
s10,b,s1003b,163.18,build,1,V,build,FALSE,-4.26267988,7.009656459,FALSE,0.036352338,0.009088085,0.045440423,0.2
s10,b,s1002a,265.677,business,2,N,business,FALSE,-7.91048119,5.464507749,FALSE,0.044503162,0.006241297,0.050744459,0.122994652
s10,b,s1003a,535.09,big,1,J,big,FALSE,-6.766087328,4.191802197,TRUE,0.056501969,0.001336195,0.057838165,0.02310231
s10,b,s1001a,418.437,business,2,N,business,FALSE,-5.503057308,4.904135913,FALSE,0.082997117,0.004974591,0.087971708,0.056547619
s10,b,s1002b,343.079,big,1,J,big,FALSE,-4.044886278,3.194208517,TRUE,0.062458379,0.003626616,0.066084994,0.054878049
s10,b,s1003b,91.358,big,1,J,big,FALSE,-4.044886278,5.977100322,TRUE,0.060887278,0.006395722,0.067283,0.095057034
s10,b,s1003b,213.611,bucks,1,N,buck,FALSE,-4.761058441,5.587137961,TRUE,0.04828919,0.003676958,0.051966148,0.070756789
s10,b,s1003b,203.677,bucks,1,N,buck,FALSE,-6.268186634,5.519454535,TRUE,0.055747052,0.010198449,0.065945501,0.154649648
s10,b,s1003a,422.349,boy,1,N,boy,FALSE,-9.33477045,6.619838944,FALSE,0.06475857,0.00942688,0.07418545,0.127071823
s10,b,s1002a,245.055,bank,1,N,bank,FALSE,-9.82282965,2.358319996,FALSE,0.067488146,0.007660817,0.075148963,0.101941748
s10,b,s1003b,215.884,bucks,1,N,buck,FALSE,-6.268186634,5.587137961,TRUE,0.056934914,0.010828805,0.067763719,0.159802401
s10,b,s1002a,569.599,best,1,J,best,FALSE,-3.867041227,5.82024947,TRUE,0.050519743,0.001468597,0.05198834,0.028248588
s10,b,s1004a,69.239,best,1,J,best,FALSE,-5.077061195,5.638882866,TRUE,0.052671087,0.007769844,0.060440932,0.128552692
s10,b,s1003a,106.716,book,1,N,book,FALSE,-5.781676018,5.401812105,FALSE,0.07631307,0.013231076,0.089544146,0.147760366
s10,b,s1002b,73.023,bet,1,V,bet,FALSE,-4.424846624,4.931331213,TRUE,0.03678851,0.013267987,0.050056497,0.265060241
s10,b,s1003a,517.522,bad,1,J,bad,FALSE,-5.519873429,4.390947622,TRUE,0.072693534,0.006762189,0.079455723,0.085106383
s10,b,s1003b,151.582,boxes,2,N,box,FALSE,-4.276666111,4.796048056,FALSE,0.064833043,0.006884509,0.071717551,0.095994754
s10,b,s1001a,387.676,back,1,R,back,FALSE,-4.725343539,5.568285274,TRUE,0.063303267,0.006645094,0.069948361,0.095
s10,b,s1003a,102.985,bell,1,N,bell,FALSE,-0.677879708,4.917017141,FALSE,0.050607624,0.009305022,0.059912646,0.155309813
s10,b,s1003b,536.81,bathing,2,N,bathing,FALSE,-10.94194592,6.173914626,FALSE,0.059483983,0.000260895,0.059744877,0.004366812
s10,b,s1003b,340.9,big,1,J,big,FALSE,-4.044886278,5.74031229,TRUE,0.0327567,0.008277231,0.041033931,0.201716738
s10,d,s1001a,242.658,daughters,2,N,daughter,FALSE,-6.847212543,3.796909232,FALSE,0.066796007,0.012769825,0.079565832,0.160493827
s10,d,s1003b,71.157,dress,1,N,dress,TRUE,-9.071796563,4.569522902,FALSE,0.051133038,0.024957793,0.076090831,0.328
s10,d,s1002a,516.642,daughters,2,N,daughter,FALSE,-6.847212543,4.141122841,FALSE,0.030098585,0.011531276,0.041629862,0.276995305
s10,d,s1002b,291.42,daughters,2,N,daughter,FALSE,-6.847212543,6.067045131,FALSE,0.033678214,0.005943214,0.039621428,0.15
s10,d,s1002b,461.965,dust,1,N,dust,FALSE,-13.12236338,6.017683448,FALSE,0.113882888,0.008322211,0.122205099,0.068100358
s10,d,s1001b,380.013,days,1,N,day,FALSE,-4.25852876,5.353610865,FALSE,0.033969699,0.013114884,0.047084583,0.278538813
s10,d,s1001b,313.54,door,1,N,door,FALSE,-6.703434979,5.708191047,FALSE,0.047377757,0.00804528,0.055423037,0.14516129
s10,d,s1001b,115.019,drug,1,N,drug,TRUE,-7.490771739,1.516976484,FALSE,0.091141339,0.006433506,0.097574845,0.065934066
s10,d,s1001b,336.953,door,1,N,door,FALSE,-7.348692654,3.507530961,FALSE,0.048215141,0.0085828,0.056797941,0.151111111
s10,d,s1003a,456.986,dad,1,N,dad,FALSE,-9.552830681,3.852705297,FALSE,0.058357179,0.014354357,0.072711536,0.197415131
s10,d,s1003a,182.361,drive,1,N,drive,TRUE,-8.950116859,4.129774019,FALSE,0.047275655,0.014223334,0.061498989,0.231277526
s10,d,s1001a,89.21,daughter,2,N,daughter,FALSE,-7.120409041,7.376162141,FALSE,0.041184139,0.007255237,0.048439376,0.149779736
s10,d,s1003b,76.672,dress,1,N,dress,TRUE,-10.15194891,2.855741096,FALSE,0.055710043,0.031132083,0.086842126,0.358490566
s10,d,s1002a,304.019,drive,1,V,drive,TRUE,-8.68439956,6.868981055,FALSE,0.017744293,0.008872147,0.02661644,0.333333333
s10,d,s1001a,304.867,dead,1,J,dead,FALSE,-8.9976917,5.678433706,FALSE,0.088673151,0.015726936,0.104400087,0.150641026
s10,d,s1002a,146.874,dinner,2,N,dinner,FALSE,-3.673131113,3.703821068,FALSE,0.018327381,0.008990791,0.027318172,0.329113924
s10,d,s1002a,533.871,dad,1,N,dad,FALSE,-8.29579917,3.545516372,FALSE,0.023659686,0.013722618,0.037382304,0.367088608
s10,d,s1002a,575.885,daughter,2,N,daughter,FALSE,-4.034929217,4.321222387,FALSE,0.028316794,0.005950631,0.034267425,0.173652695
s10,d,s1002a,2.578,down,1,R,down,FALSE,-1.09861229,5.092546692,TRUE,0.016319168,0.027325119,0.043644287,0.626086957
s10,d,s1004a,54.579,dressed,1,V,dress,TRUE,-8.685245046,6.614934398,FALSE,0.022541137,0.018969615,0.041510752,0.456980757
s10,d,s1001b,378.029,dawn,1,N,dawn,FALSE,-10.88165369,3.774603336,FALSE,0.038230542,0.005641562,0.043872104,0.128591102
s10,d,s1003b,455.248,death,1,N,death,FALSE,-7.098264665,4.404199845,FALSE,0.071942386,0.014438407,0.086380793,0.167148346
s10,d,s1003a,519.053,downfall,2,N,downfall,FALSE,-8.096107391,5.078583263,FALSE,0.030895339,0.00871407,0.039609409,0.22
s10,d,s1003b,97.055,dress,1,V,dress,TRUE,-8.378131494,4.366259295,FALSE,0.044451336,0.020656797,0.065108134,0.317269076
s10,d,s1002b,28.033,dumb,1,J,dumb,FALSE,-11.43596442,4.67287536,FALSE,0.048298958,0.018437395,0.066736353,0.276272142
s10,d,s1003b,63.587,dance,1,N,dance,FALSE,-9.194398128,3.232507126,FALSE,0.068261458,0.008457172,0.07671863,0.11023622
s10,d,s1003a,445.981,driveway,2,N,driveway,TRUE,-9.765466255,5.504280128,FALSE,0.039469432,0.018658277,0.058127709,0.320987654
s10,d,s1003b,66.194,dress,1,N,dress,TRUE,-9.071796563,4.055413165,FALSE,0.084672699,0.013791387,0.098464085,0.140065147
s10,d,s1001b,296.226,days,1,N,day,FALSE,-4.25852876,3.632754,FALSE,0.036058974,0.015335426,0.051394399,0.298387097
s10,d,s1003a,596.821,drive,1,N,drive,TRUE,-7.063903953,7.095646764,FALSE,0.05324684,0.010593612,0.063840452,0.165938865
s10,d,s1003b,497.893,deer,1,N,deer,FALSE,-10.71993295,4.658664324,TRUE,0.067200472,0.014354874,0.081555346,0.176013896
s10,d,s1003b,405.128,dress,1,N,dress,TRUE,-6.962243144,5.019865379,FALSE,0.024498607,0.018884343,0.04338295,0.435294118
s10,d,s1003a,149.284,dealer,2,N,dealer,FALSE,-7.633853429,4.77018899,FALSE,0.031093886,0.0022837,0.033377586,0.068420167
s10,d,s1003a,109.499,daughter,2,N,daughter,FALSE,-4.034929217,5.136585477,FALSE,0.04032451,0.0093968,0.04972131,0.188989396
s10,d,s1002a,19.809,death,1,N,death,FALSE,-7.098264665,5.038421322,FALSE,0.032647162,0.014839619,0.047486782,0.3125
s10,d,s1002b,490.886,daughter,2,N,daughter,FALSE,-4.034929217,4.061411496,FALSE,0.02749818,0.010985812,0.038483992,0.285464452
s10,d,s1002a,58.888,decent,2,J,decent,FALSE,-5.542243385,1.839041227,FALSE,0.050748363,0.0065062,0.057254563,0.113636364
s10,d,s1001b,386.715,door,1,N,door,FALSE,-8.236418671,4.446844643,FALSE,0.096396019,0.017590514,0.113986533,0.154320988
s10,d,s1002b,533.354,dad,1,N,dad,FALSE,-8.946769144,6.099036592,FALSE,0.028846252,0.019067529,0.047913782,0.397955009
s10,d,s1003b,552.397,days,1,N,day,FALSE,-3.36328098,4.701164596,FALSE,0.026343517,0.003339319,0.029682836,0.1125
s10,d,s1001b,98.386,dad,1,N,dad,FALSE,-6.127687559,6.514834822,FALSE,0.052463307,0.002160254,0.05462356,0.039548023
s10,d,s1001a,75.896,days,1,N,day,FALSE,-7.669029278,4.386554459,FALSE,0.042708322,0.003645832,0.046354154,0.078651685
s10,g,s1002a,108.123,ground,1,N,ground,TRUE,-7.314633886,5.06252581,FALSE,0.046454354,0.006308616,0.05276297,0.119565217
s10,g,s1002b,302.345,grade,1,N,grade,TRUE,-9.194398128,4.549801298,FALSE,0.073969597,0.016948915,0.090918512,0.186418746
s10,g,s1003a,578.248,gets,1,V,get,FALSE,-4.219099133,4.567301471,FALSE,0.033163351,0.000467089,0.03363044,0.013888889
s10,g,s1003b,355.521,girls,1,N,girl,TRUE,-10.03816246,5.866988334,TRUE,0.026745753,0.015541451,0.042287205,0.367521368
s10,g,s1003a,63.689,guy,1,N,guy,FALSE,-5.2085167,5.994089827,FALSE,0.028713872,0.01357173,0.042285602,0.320953927
s10,g,s1001a,342.906,ground,1,N,ground,TRUE,-7.314633886,5.923266285,FALSE,0.045307966,0.006693222,0.052001188,0.128712871
s10,g,s1003b,454.021,girls,1,N,girl,TRUE,-8.939534912,4.404199845,TRUE,0.041792429,0.000114836,0.041907265,0.00274025
s10,g,s1001a,91.461,guys,1,N,guy,FALSE,-5.934938289,3.714783849,FALSE,0.031919108,0.023023619,0.054942727,0.419047619
s10,g,s1001b,11.456,guess,1,N,guess,FALSE,-3.249721705,3.945539715,FALSE,0.036141069,0.018043368,0.054184437,0.332999084
s10,g,s1002b,131.073,guns,1,N,gun,FALSE,-7.009409339,5.097695371,FALSE,0.03389783,0.005735244,0.039633074,0.144708532
s10,g,s1001a,338.777,ground,1,N,ground,TRUE,-8.18729969,4.466471725,FALSE,0.053105664,0.027391343,0.080497007,0.340277778
s10,g,s1002a,597.493,gets,1,V,get,FALSE,-4.606771267,7.043424882,FALSE,0.024866434,0.002380829,0.027247263,0.087378641
s10,g,s1004a,88.185,gut,1,N,gut,FALSE,-10.25162759,4.256137776,TRUE,0.061815019,0.001890873,0.063705893,0.029681293
s10,g,s1001b,497.825,guess,1,N,guess,FALSE,-3.249721705,6.366743527,FALSE,0.049865556,0.020563116,0.070428672,0.291970803
s10,g,s1002b,123.642,guns,1,N,gun,FALSE,-3.036975232,3.852035608,FALSE,0.052833909,0.014830301,0.06766421,0.219174963
s10,g,s1003b,439.821,gut,1,N,gut,FALSE,-5.525452875,3.902757337,TRUE,0.039349969,0.007741214,0.047091183,0.164387757
s10,g,s1002b,77.036,griffin,2,N,griffin,TRUE,-2.484906654,5.499569934,FALSE,0.02903564,0.032411877,0.061447518,0.527472527
s10,g,s1002a,239.773,gas,1,N,gas,FALSE,-8.618412295,5.082135785,FALSE,0.044550446,0.012052295,0.05660274,0.212927757
s10,g,s1002b,388.519,games,1,N,game,FALSE,-0.921988752,5.078175489,TRUE,0.046298364,0.015174755,0.061473119,0.246851883
s10,g,s1003a,360.558,guess,1,N,guess,FALSE,-3.249721705,4.349387244,FALSE,0.037941151,0.018802694,0.056743846,0.331360947
s10,g,s1003a,353.238,girls,1,N,girl,TRUE,-7.006851015,4.92124139,TRUE,0.036108088,0.017278717,0.053386805,0.323651452
s10,g,s1001a,271.455,group,1,N,group,TRUE,-8.18729969,3.78750721,FALSE,0.054332942,0.027674256,0.082007198,0.3374613
s10,g,s1003a,316.687,girls,1,N,girl,TRUE,-7.5835322,4.622559361,TRUE,0.063787105,0.006017748,0.069804853,0.086208156
s10,g,s1002a,540.314,grandma,2,N,grandma,TRUE,-9.152798143,3.581334799,FALSE,0.042513169,0.02267369,0.06518686,0.347826087
s10,g,s1001b,336.288,guy,1,N,guy,FALSE,-6.021796752,3.507530961,FALSE,0.052342505,0.008893144,0.061235649,0.145228216
s10,g,s1002a,356.107,geared,1,V,gear,FALSE,-10.10928247,3.190350678,FALSE,0.048769239,0.029660601,0.07842984,0.378180055
s11,b,s1101b,220.80925,brother,2,N,brother,TRUE,-4.680172866,4.081632653,FALSE,0.107333516,0.008998868,0.116332384,0.077354801
s11,b,s1102a,2.068,bet,1,V,bet,FALSE,-6.605354067,4.150573881,TRUE,0.071532897,0,0.071532897,0
s11,b,s1101b,521.51125,bad,1,J,bad,FALSE,-3.672793332,5.425470157,TRUE,0.05808672,0,0.05808672,0
s11,b,s1104a,154.089,bad,1,J,bad,FALSE,-7.259270699,3.817735743,TRUE,0.08964813,0.006830334,0.096478464,0.07079646
s11,b,s1101a,504.342,bar,1,N,bar,FALSE,-7.777556109,3.9918814,TRUE,0.08219947,0.009478115,0.091677585,0.103385309
s11,b,s1103b,126.699,bad,1,J,bad,FALSE,-3.876716095,4.487520366,TRUE,0.062818866,0.011433385,0.074252251,0.153980311
s11,b,s1103b,443.275,busted,2,V,bust,FALSE,-9.1748188,4.49817528,FALSE,0.044852119,0.004900022,0.049752141,0.098488667
s11,b,s1101b,198.86325,brother,2,N,brother,TRUE,-7.286469893,4.851942961,FALSE,0.095634987,0.016197963,0.11183295,0.144840704
s11,b,s1101b,486.73825,back,1,R,back,FALSE,-6.715383561,3.96981704,TRUE,0.043194569,0.010798642,0.053993211,0.2
s11,b,s1103b,206.483,beat,1,V,beat,FALSE,-7.980194101,5.402115843,FALSE,0.075885592,0.006533363,0.082418955,0.079270148
s11,b,s1101a,165.821,bad,1,J,bad,FALSE,-5.547703256,5.222977051,TRUE,0.061573389,0.012958371,0.07453176,0.173863741
s11,b,s1104a,141.381,back,1,R,back,FALSE,-5.370637983,4.747549078,TRUE,0.085446865,0.004268959,0.089715823,0.047583118
s11,b,s1101a,89.316,burned,1,V,burn,TRUE,-8.165649389,2.92731287,FALSE,0.037774118,0.025916741,0.063690859,0.406914608
s11,b,s1101a,247.581,broken,2,V,break,TRUE,-8.221695491,3.496652247,FALSE,0.039976105,0.011230588,0.051206693,0.219318749
s11,b,s1101b,500.02825,bucks,1,N,buck,FALSE,-6.857303639,3.509891811,TRUE,0.083055796,0.007199095,0.090254891,0.07976404
s11,b,s1101a,236.201652,breaking,2,V,break,TRUE,-12.10532274,4.48596342,FALSE,0.073193665,0.010366696,0.083560361,0.12406237
s11,b,s1104b,207.939505,big,1,J,big,FALSE,-8.076515392,3.875467034,TRUE,0.061661882,0.01198981,0.073651692,0.162790698
s11,b,s1104a,324.683,book,1,N,book,FALSE,-9.610817939,3.688892242,FALSE,0.115194189,0.01963721,0.134831399,0.145642704
s11,b,s1103a,50.94237,bags,1,N,bag,FALSE,-6.597691555,4.209334114,FALSE,0.06039582,0.012064448,0.072460268,0.166497426
s11,b,s1104a,303.074,braces,2,N,brace,TRUE,-9.330250669,2.910745271,FALSE,0.097264563,0.022198585,0.119463148,0.185819519
s11,b,s1103b,146.868,back,1,R,back,FALSE,-9.054859149,3.641278701,TRUE,0.089898487,0.011433385,0.101331872,0.112831082
s11,b,s1104a,252.800297,bet,1,N,bet,FALSE,-6.605354067,5.834061781,TRUE,0.062259103,0,0.062259103,0
s11,b,s1103b,189.89,bad,1,J,bad,FALSE,-6.496397566,4.499534298,TRUE,0.075198421,0.006533363,0.081731784,0.079936622
s11,b,s1101a,94.841469,burning,2,V,burn,TRUE,-10.26877087,5.472558131,FALSE,0.054188054,0.024188958,0.078377013,0.308623122
s11,b,s1101a,234.245,breaking,2,V,break,TRUE,-6.740519442,4.48596342,FALSE,0.078680747,0.010366696,0.089047443,0.116417677
s11,b,s1102a,254.87,back,1,R,back,FALSE,-6.675034536,2.89017341,TRUE,0.051626533,0.010653836,0.062280368,0.171062504
s11,b,s1101a,180.984525,break,1,V,break,TRUE,-3.871201027,5.826160094,FALSE,0.073667868,0.022461176,0.096129044,0.233656496
s11,b,s1104a,208.569,broken,2,V,break,TRUE,-8.221695491,4.797252831,FALSE,0.047880029,0.014514459,0.062394488,0.23262406
s11,b,s1104b,448.558505,bills,1,N,bill,FALSE,-5.945420627,4.804804805,TRUE,0.071145089,0,0.071145089,0
s11,b,s1103a,551.23837,big,1,J,big,FALSE,-5.588080536,3.056376702,TRUE,0.084377558,0.006496241,0.0908738,0.071486406
s11,b,s1104a,134.651,bad,1,J,bad,FALSE,-4.838085577,4.029976984,TRUE,0.073358395,0.011099292,0.084457687,0.131418379
s11,b,s1103b,543.689,business,2,N,business,FALSE,-5.933835466,2.875290872,FALSE,0.068535559,0.004900022,0.073435581,0.066725448
s11,b,s1103b,340.64,bus,1,N,bus,FALSE,-7.217907935,3.571428571,TRUE,0.115215268,0.010616714,0.125831982,0.084372146
s11,b,s1104b,148.631505,bill,1,N,bill,FALSE,-9.82838008,3.612360051,TRUE,0.079564028,0.002524254,0.082088282,0.030750477
s11,b,s1104b,42.099505,back,1,R,back,FALSE,-6.799613235,3.533681283,TRUE,0.063737408,0.010728079,0.074465486,0.144067797
s11,b,s1102a,242.967,bad,1,J,bad,FALSE,-3.672793332,2.430726325,TRUE,0.066846298,0.007609883,0.074456181,0.102206192
s11,b,s1103b,105.317,bad,1,J,bad,FALSE,-8.337546041,2.434011514,TRUE,0.090585658,0.004083352,0.09466901,0.043132929
s11,b,s1101b,207.85425,brother,2,N,brother,TRUE,-9.765466255,4.825616302,FALSE,0.086636118,0.019797511,0.106433629,0.186008039
s11,b,s1102a,275.553632,back,1,N,back,FALSE,-6.506527804,4.291182478,TRUE,0.063132864,0.010653836,0.0737867,0.144386939
s11,b,s1103a,526.41037,broad,1,J,broad,TRUE,-10.65426385,4.58693854,FALSE,0.03306496,0.025984965,0.059049925,0.440050774
s11,b,s1102a,179.996,bucks,1,N,buck,FALSE,-6.268186634,4.316039724,TRUE,0.047060603,0,0.047060603,0
s11,b,s1104b,374.690822,brain,1,N,brain,TRUE,-6.109988207,3.610585152,FALSE,0.076843428,0.010962112,0.08780554,0.124845338
s11,b,s1101b,9.84725,bad,1,J,bad,FALSE,-3.672793332,3.6107894,TRUE,0.068016633,0.008098982,0.076115615,0.106403681
s11,b,s1102a,314.477,bills,1,N,bill,FALSE,-6.894942712,2.885772468,TRUE,0.088274639,0.006087906,0.094362546,0.064516129
s11,b,s1103b,198.077,back,1,R,back,FALSE,-5.063942879,4.762675862,TRUE,0.044035449,0,0.044035449,0
s11,b,s1101b,207.36925,balance,2,N,balance,FALSE,-9.117405739,4.825616302,FALSE,0.039595021,0.006299208,0.045894229,0.137254902
s11,b,s1104a,490.697,breakfast,2,N,breakfast,TRUE,-5.996452165,2.419495326,FALSE,0.079334937,0.020491001,0.099825938,0.205267304
s11,b,s1103b,73.207,big,1,J,big,FALSE,-5.99728103,2.697693742,TRUE,0.112635757,0,0.112635757,0
s11,b,s1103a,495.88637,breaking,2,V,break,TRUE,-9.275412369,3.33613847,FALSE,0.089945765,0.016704621,0.106650386,0.156629725
