"Word","Pair","Subject","Repetition","VOT","consonant","minpair","Klatt","VHeight","Length","Freq_KF","SMean","BMean","NNbors","VC","CC","CV","CMU","BaseDur","Freq_S","Structure","B1","NumCCoda","VcFinalC","mpCode","NNbors.c","VC.c","CC.c","CV.c"
"cake","k10","10",2,0.090588,"k","no","kek","hi",3,2.11,0.0585,0.002,26,10,5,8,"KEYK",0.299190117,45.06,"CVC",0.002,1,"vcless",-0.5,6.07829902126224,2.95477556530543,0.675329058386771,2.28315896051299
"cake","k10","9",3,0.065925,"k","no","kek","hi",3,2.11,0.0585,0.002,26,10,5,8,"KEYK",0.299190117,45.06,"CVC",0.002,1,"vcless",-0.5,6.07829902126224,2.95477556530543,0.675329058386771,2.28315896051299
"cake","k10","6",3,0.067988,"k","no","kek","hi",3,2.11,0.0585,0.002,26,10,5,8,"KEYK",0.299190117,45.06,"CVC",0.002,1,"vcless",-0.5,6.07829902126224,2.95477556530543,0.675329058386771,2.28315896051299
"cake","k10","1",3,0.08039,"k","no","kek","hi",3,2.11,0.0585,0.002,26,10,5,8,"KEYK",0.299190117,45.06,"CVC",0.002,1,"vcless",-0.5,6.07829902126224,2.95477556530543,0.675329058386771,2.28315896051299
"cape","k10","8",3,0.114373,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","2",3,0.064997,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","11",2,0.11041,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","8",1,0.113384,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","10",3,0.113352,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","9",1,0.081078,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","11",3,0.138884,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","1",1,0.088693,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","12",2,0.05467,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","9",2,0.089856,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","2",1,0.110369,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","6",2,0.064881,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","11",1,0.077947,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","8",2,0.088693,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","3",3,0.073558,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","6",1,0.058062,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","6",3,0.057883,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","12",3,0.06987,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","1",2,0.081622,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
"cape","k10","3",1,0.094708,"k","yes","kep","hi",3,2.3,0.053,0.0019,26,6,7,8,"KEYP",0.307272385,8.24,"CVC",0.002,1,"vcless",0.5,6.07829902126224,-1.04522443469457,2.67532905838677,2.28315896051299
