exp_num,sub_id,speed,word,token,VOT,vowel,closure,aspiration
Exp2,A,fast,back,3,10,195,120,100
Exp2,A,fast,back,4,10,209,125,102
Exp2,A,fast,back,5,11,185,101,82
Exp2,A,fast,pack,1,41,148,121,82
Exp2,A,fast,pack,2,40,191,126,101
Exp2,A,fast,pack,3,37,197,107,91
Exp2,A,fast,pack,4,60,195,136,142
Exp2,A,fast,pack,5,41,188,123,8
Exp2,A,fast,big,1,10,146,76,34
Exp2,A,fast,big,2,12,180,90,28
Exp2,A,fast,big,3,9,152,90,36
Exp2,A,fast,big,4,11,204,89,58
Exp2,A,fast,big,5,NA,NA,NA,NA
Exp2,A,fast,pig,1,48,135,105,19
Exp2,A,fast,pig,2,46,156,95,39
Exp2,A,fast,pig,3,43,212,82,23
Exp2,A,fast,pig,4,54,191,84,94
Exp2,A,fast,pig,5,49,175,100,39
Exp2,A,fast,dab,1,12,275,78,37
Exp2,A,fast,dab,2,14,233,70,10
Exp2,A,fast,dab,3,10,277,104,98
Exp2,A,fast,dab,4,13,313,72,122
Exp2,A,fast,dab,5,22,230,57,67
Exp2,A,fast,tab,1,36,174,66,63
Exp2,A,fast,tab,2,30,246,70,27
Exp2,A,fast,tab,3,29,230,71,103
Exp2,A,fast,tab,4,61,282,67,52
Exp2,A,fast,tab,5,27,289,72,22
Exp2,A,fast,dug,1,25,171,66,5
Exp2,A,fast,dug,2,18,196,99,19
Exp2,A,fast,dug,3,6,211,73,62
Exp2,A,fast,dug,4,18,199,88,5
Exp2,A,fast,dug,5,11,239,47,21
Exp2,A,fast,tug,1,51,163,85,12
Exp2,A,fast,tug,2,51,199,71,81
Exp2,A,fast,tug,3,54,209,82,83
Exp2,A,fast,tug,4,62,197,84,72
Exp2,A,fast,tug,5,51,194,58,14
Exp2,A,fast,goat,1,19,174,102,106
Exp2,A,fast,goat,2,12,205,52,35
Exp2,A,fast,goat,3,11,260,155,19
Exp2,A,fast,goat,4,17,208,75,44
Exp2,A,fast,goat,5,19,177,73,12
Exp2,A,fast,coat,1,51,151,53,187
Exp2,A,fast,coat,2,82,181,109,278
Exp2,A,fast,coat,3,72,214,98,131
Exp2,A,fast,coat,4,58,181,176,17
Exp2,A,fast,coat,5,67,183,101,5
Exp2,A,fast,good,1,18,178,76,13
Exp2,A,fast,good,2,20,217,54,6
Exp2,A,fast,good,3,24,200,49,25
Exp2,A,fast,good,4,27,192,50,61
Exp2,A,fast,good,5,16,190,40,141
Exp2,A,fast,could,1,61,139,65,9
Exp2,A,fast,could,2,68,186,60,7
Exp2,A,fast,could,3,61,147,44,32
Exp2,A,fast,could,4,82,182,62,13
Exp2,A,fast,could,5,57,156,42,89
Exp2,A,slow,back,1,10,205,157,105
Exp2,A,slow,back,2,10,231,176,49
Exp2,A,slow,back,3,9,187,226,123
Exp2,A,slow,back,4,10,179,205,110
Exp2,A,slow,back,5,7,206,219,235
Exp2,A,slow,pack,1,62,178,185,168
Exp2,A,slow,pack,2,51,141,222,88
Exp2,A,slow,pack,3,58,167,210,205
Exp2,A,slow,pack,4,49,178,186,166
Exp2,A,slow,pack,5,63,171,200,110
Exp2,A,slow,big,1,5,203,139,46
Exp2,A,slow,big,2,10,202,133,67
Exp2,A,slow,big,3,5,225,144,61
Exp2,A,slow,big,4,9,208,116,15
Exp2,A,slow,big,5,10,207,120,50
Exp2,A,slow,pig,1,65,199,122,80
Exp2,A,slow,pig,2,67,182,132,14
Exp2,A,slow,pig,3,55,223,133,15
Exp2,A,slow,pig,4,50,187,154,18
Exp2,A,slow,pig,5,69,201,137,28
Exp2,A,slow,dab,1,10,307,111,64
Exp2,A,slow,dab,2,21,295,108,45
Exp2,A,slow,dab,3,12,329,94,102
Exp2,A,slow,dab,4,14,296,102,36
Exp2,A,slow,dab,5,15,306,112,66
Exp2,A,slow,tab,1,60,262,95,15
Exp2,A,slow,tab,2,75,273,96,87
Exp2,A,slow,tab,3,80,286,98,40
Exp2,A,slow,tab,4,76,292,66,22
Exp2,A,slow,tab,5,105,260,100,10
Exp2,A,slow,dug,1,9,233,122,67
Exp2,A,slow,dug,2,19,238,111,57
Exp2,A,slow,dug,3,11,211,88,30
Exp2,A,slow,dug,4,10,213,106,16
Exp2,A,slow,dug,5,11,253,106,16
Exp2,A,slow,tug,1,90,210,107,28
Exp2,A,slow,tug,2,93,194,119,29
Exp2,A,slow,tug,3,92,208,106,94
Exp2,A,slow,tug,4,78,195,118,74
Exp2,A,slow,tug,5,47,225,126,58
Exp2,A,slow,goat,1,26,170,184,195
Exp2,A,slow,goat,2,19,201,161,116
Exp2,A,slow,goat,3,14,203,187,264
Exp2,A,slow,goat,4,21,197,201,142
Exp2,A,slow,goat,5,23,229,48,13
Exp2,A,slow,coat,1,86,179,209,173
Exp2,A,slow,coat,2,89,192,179,154
Exp2,A,slow,coat,3,85,184,181,173
Exp2,A,slow,coat,4,94,188,142,173
Exp2,A,slow,coat,5,117,180,191,159
Exp2,A,slow,good,1,16,229,88,32
Exp2,A,slow,good,2,28,220,75,15
Exp2,A,slow,good,3,25,216,87,14
Exp2,A,slow,good,4,26,221,102,11
Exp2,A,slow,good,5,20,226,86,7
Exp2,A,slow,could,1,92,177,67,70
Exp2,A,slow,could,2,141,191,92,48
Exp2,A,slow,could,3,97,206,63,27
Exp2,A,slow,could,4,108,217,62,11
Exp2,A,slow,could,5,119,220,64,11
Exp2,B,fast,back,1,9,127,115,103
Exp2,B,fast,back,2,8,157,97,60
Exp2,B,fast,back,3,12,137,119,59
Exp2,B,fast,back,4,8,141,119,72
Exp2,B,fast,back,5,12,152,71,87
Exp2,B,fast,pack,1,35,151,118,9
Exp2,B,fast,pack,2,37,161,85,54
Exp2,B,fast,pack,3,14,137,110,66
Exp2,B,fast,pack,4,36,129,77,38
Exp2,B,fast,pack,5,32,129,87,50
Exp2,B,fast,big,1,12,160,41,90
Exp2,B,fast,big,2,8,154,76,74
Exp2,B,fast,big,3,9,157,79,61
Exp2,B,fast,big,4,9,117,70,76
Exp2,B,fast,big,5,7,148,78,89
Exp2,B,fast,pig,1,43,148,40,88
Exp2,B,fast,pig,2,15,175,237,5
Exp2,B,fast,pig,3,45,131,75,49
Exp2,B,fast,pig,4,19,112,71,118
Exp2,B,fast,pig,5,22,147,52,81
Exp2,B,fast,dab,1,8,214,54,74
Exp2,B,fast,dab,2,12,197,69,85
Exp2,B,fast,dab,3,8,169,67,0
Exp2,B,fast,dab,4,9,156,38,76
Exp2,B,fast,dab,5,9,162,65,70
Exp2,B,fast,tab,1,37,191,55,5
Exp2,B,fast,tab,2,48,198,49,108
Exp2,B,fast,tab,3,46,149,64,0
Exp2,B,fast,tab,4,53,147,78,0
Exp2,B,fast,tab,5,39,155,46,19
Exp2,B,fast,dug,1,12,177,57,75
Exp2,B,fast,dug,2,9,183,54,101
Exp2,B,fast,dug,3,10,147,74,95
Exp2,B,fast,dug,4,4,172,68,72
Exp2,B,fast,dug,5,8,149,38,96
Exp2,B,fast,tug,1,86,137,78,67
Exp2,B,fast,tug,2,60,141,56,55
Exp2,B,fast,tug,3,58,138,85,54
Exp2,B,fast,tug,4,54,122,74,0
Exp2,B,fast,tug,5,51,145,36,63
Exp2,B,fast,goat,1,20,148,84,6
Exp2,B,fast,goat,2,19,154,53,14
Exp2,B,fast,goat,3,NA,NA,NA,NA
Exp2,B,fast,goat,4,14,151,47,0
Exp2,B,fast,goat,5,20,139,60,8
Exp2,B,fast,coat,1,58,142,112,4
Exp2,B,fast,coat,2,41,151,53,11
Exp2,B,fast,coat,3,46,129,27,0
Exp2,B,fast,coat,4,41,134,34,10
Exp2,B,fast,coat,5,57,124,50,0
Exp2,B,fast,good,1,NA,NA,NA,NA
Exp2,B,fast,good,2,23,133,119,0
Exp2,B,fast,good,3,16,122,48,0
Exp2,B,fast,good,4,24,97,122,0
Exp2,B,fast,good,5,20,110,74,0
Exp2,B,fast,could,1,63,108,100,0
Exp2,B,fast,could,2,46,127,88,0
Exp2,B,fast,could,3,42,91,82,0
Exp2,B,fast,could,4,70,101,73,0
Exp2,B,fast,could,5,68,110,48,0
Exp2,B,slow,back,1,9,159,155,77
Exp2,B,slow,back,2,9,177,135,109
Exp2,B,slow,back,3,9,158,159,96
Exp2,B,slow,back,4,8,175,162,99
Exp2,B,slow,back,5,4,179,182,143
Exp2,B,slow,pack,1,90,127,97,105
Exp2,B,slow,pack,2,37,134,128,51
Exp2,B,slow,pack,3,60,157,124,103
Exp2,B,slow,pack,4,73,146,140,90
Exp2,B,slow,pack,5,53,165,178,106
Exp2,B,slow,big,1,4,218,82,135
Exp2,B,slow,big,2,6,174,76,118
Exp2,B,slow,big,3,9,198,101,86
Exp2,B,slow,big,4,9,202,115,106
Exp2,B,slow,big,5,NA,NA,NA,NA
Exp2,B,slow,pig,1,77,171,79,95
Exp2,B,slow,pig,2,75,157,76,62
Exp2,B,slow,pig,3,64,138,323,125
Exp2,B,slow,pig,4,46,176,96,87
Exp2,B,slow,pig,5,86,179,77,82
Exp2,B,slow,dab,1,9,261,67,79
Exp2,B,slow,dab,2,8,266,92,23
Exp2,B,slow,dab,3,6,272,80,89
Exp2,B,slow,dab,4,8,253,88,120
Exp2,B,slow,dab,5,8,249,92,63
Exp2,B,slow,tab,1,146,217,84,66
Exp2,B,slow,tab,2,107,217,82,86
Exp2,B,slow,tab,3,131,230,87,41
Exp2,B,slow,tab,4,79,217,81,59
Exp2,B,slow,tab,5,127,247,77,73
Exp2,B,slow,dug,1,4,221,76,104
Exp2,B,slow,dug,2,9,213,65,93
Exp2,B,slow,dug,3,9,220,86,70
Exp2,B,slow,dug,4,9,194,86,113
Exp2,B,slow,dug,5,9,242,97,89
Exp2,B,slow,tug,1,70,185,78,132
Exp2,B,slow,tug,2,106,193,71,105
Exp2,B,slow,tug,3,75,165,66,81
Exp2,B,slow,tug,4,126,179,88,71
Exp2,B,slow,tug,5,83,164,89,89
Exp2,B,slow,goat,1,NA,NA,NA,NA
Exp2,B,slow,goat,2,27,148,145,152
Exp2,B,slow,goat,3,17,155,139,121
Exp2,B,slow,goat,4,22,186,108,144
Exp2,B,slow,goat,5,14,184,112,150
Exp2,B,slow,coat,1,62,147,127,147
Exp2,B,slow,coat,2,81,131,122,117
Exp2,B,slow,coat,3,75,132,106,134
Exp2,B,slow,coat,4,90,165,88,76
Exp2,B,slow,coat,5,64,156,98,175
Exp2,B,slow,good,1,26,163,74,62
Exp2,B,slow,good,2,NA,NA,NA,NA
Exp2,B,slow,good,3,NA,NA,NA,NA
Exp2,B,slow,good,4,22,181,80,92
Exp2,B,slow,good,5,NA,NA,NA,NA
Exp2,B,slow,could,1,83,143,83,76
Exp2,B,slow,could,2,83,154,89,77
Exp2,B,slow,could,3,95,174,69,36
Exp2,B,slow,could,4,77,157,80,70
Exp2,B,slow,could,5,79,166,65,0
Exp2,C,fast,back,1,7,116,95,68
Exp2,C,fast,back,2,6,165,88,100
Exp2,C,fast,back,3,16,116,100,99
Exp2,C,fast,back,4,11,167,112,86
Exp2,C,fast,back,5,4,168,108,111
Exp2,C,fast,pack,1,32,137,127,103
Exp2,C,fast,pack,2,59,145,79,90
Exp2,C,fast,pack,3,80,112,102,41
Exp2,C,fast,pack,4,107,144,102,76
Exp2,C,fast,pack,5,46,140,120,87
Exp2,C,fast,big,1,0,165,69,134
Exp2,C,fast,big,2,7,125,66,131
Exp2,C,fast,big,3,6,147,88,57
Exp2,C,fast,big,4,8,148,72,94
Exp2,C,fast,big,5,11,142,71,46
Exp2,C,fast,pig,1,47,104,69,5
Exp2,C,fast,pig,2,51,121,67,61
Exp2,C,fast,pig,3,57,114,57,116
Exp2,C,fast,pig,4,62,122,65,69
Exp2,C,fast,pig,5,53,134,80,89
Exp2,C,fast,dab,1,9,252,61,114
Exp2,C,fast,dab,2,10,198,56,81
Exp2,C,fast,dab,3,20,176,55,63
Exp2,C,fast,dab,4,11,241,68,22
Exp2,C,fast,dab,5,12,248,59,113
Exp2,C,fast,tab,1,46,143,67,38
Exp2,C,fast,tab,2,44,193,64,65
Exp2,C,fast,tab,3,71,202,69,101
Exp2,C,fast,tab,4,53,231,76,68
Exp2,C,fast,tab,5,21,220,59,15
Exp2,C,fast,dug,1,NA,NA,NA,NA
Exp2,C,fast,dug,2,13,115,51,67
Exp2,C,fast,dug,3,14,136,47,186
Exp2,C,fast,dug,4,14,154,57,141
Exp2,C,fast,dug,5,14,150,69,9
Exp2,C,fast,tug,1,51,112,56,3
Exp2,C,fast,tug,2,50,119,40,130
Exp2,C,fast,tug,3,45,132,101,99
Exp2,C,fast,tug,4,48,128,59,10
Exp2,C,fast,tug,5,68,124,64,80
Exp2,C,fast,goat,1,16,124,69,48
Exp2,C,fast,goat,2,25,125,78,101
Exp2,C,fast,goat,3,10,119,70,202
Exp2,C,fast,goat,4,9,123,144,45
Exp2,C,fast,goat,5,NA,NA,NA,NA
Exp2,C,fast,coat,1,63,119,58,283
Exp2,C,fast,coat,2,59,73,96,109
Exp2,C,fast,coat,3,50,76,81,35
Exp2,C,fast,coat,4,55,103,70,82
Exp2,C,fast,coat,5,58,129,94,106
Exp2,C,fast,good,1,22,169,59,39
Exp2,C,fast,good,2,23,89,41,127
Exp2,C,fast,good,3,19,98,59,51
Exp2,C,fast,good,4,24,118,68,6
Exp2,C,fast,good,5,26,123,60,58
Exp2,C,fast,could,1,78,146,57,110
Exp2,C,fast,could,2,65,76,61,40
Exp2,C,fast,could,3,46,123,87,35
Exp2,C,fast,could,4,78,127,63,113
Exp2,C,fast,could,5,75,116,76,11
Exp2,C,slow,back,1,0,164,157,80
Exp2,C,slow,back,2,7,166,152,105
Exp2,C,slow,back,3,5,173,162,115
Exp2,C,slow,back,4,8,188,151,129
Exp2,C,slow,back,5,NA,NA,NA,NA
Exp2,C,slow,pack,1,83,124,177,190
Exp2,C,slow,pack,2,61,131,184,90
Exp2,C,slow,pack,3,82,139,173,136
Exp2,C,slow,pack,4,92,132,185,112
Exp2,C,slow,pack,5,85,156,213,144
Exp2,C,slow,big,1,10,204,123,136
Exp2,C,slow,big,2,0,184,94,99
Exp2,C,slow,big,3,4,198,113,122
Exp2,C,slow,big,4,6,211,93,117
Exp2,C,slow,big,5,0,216,107,124
Exp2,C,slow,pig,1,38,160,79,139
Exp2,C,slow,pig,2,52,160,94,108
Exp2,C,slow,pig,3,51,160,82,74
Exp2,C,slow,pig,4,NA,NA,NA,NA
Exp2,C,slow,pig,5,55,163,110,94
Exp2,C,slow,dab,1,16,285,80,102
Exp2,C,slow,dab,2,11,295,78,107
Exp2,C,slow,dab,3,9,278,74,145
Exp2,C,slow,dab,4,14,287,83,127
Exp2,C,slow,dab,5,10,314,86,107
Exp2,C,slow,tab,1,75,314,81,104
Exp2,C,slow,tab,2,65,237,82,107
Exp2,C,slow,tab,3,91,275,83,88
Exp2,C,slow,tab,4,86,262,93,141
Exp2,C,slow,tab,5,76,260,121,96
Exp2,C,slow,dug,1,NA,NA,NA,NA
Exp2,C,slow,dug,2,17,193,88,144
Exp2,C,slow,dug,3,15,204,76,153
Exp2,C,slow,dug,4,11,208,81,121
Exp2,C,slow,dug,5,NA,NA,NA,NA
Exp2,C,slow,tug,1,68,149,68,180
Exp2,C,slow,tug,2,81,170,93,111
Exp2,C,slow,tug,3,79,180,85,158
Exp2,C,slow,tug,4,67,175,82,145
Exp2,C,slow,tug,5,98,174,87,129
Exp2,C,slow,goat,1,15,154,140,141
Exp2,C,slow,goat,2,NA,NA,NA,NA
Exp2,C,slow,goat,3,15,168,184,102
Exp2,C,slow,goat,4,11,188,161,110
Exp2,C,slow,goat,5,16,217,143,105
Exp2,C,slow,coat,1,72,165,156,144
Exp2,C,slow,coat,2,71,139,135,102
Exp2,C,slow,coat,3,83,153,147,86
Exp2,C,slow,coat,4,68,149,141,112
Exp2,C,slow,coat,5,67,176,131,134
Exp2,C,slow,good,1,14,175,79,183
Exp2,C,slow,good,2,NA,NA,NA,NA
Exp2,C,slow,good,3,23,180,81,84
Exp2,C,slow,good,4,18,212,74,171
Exp2,C,slow,good,5,31,195,100,104
Exp2,C,slow,could,1,81,167,94,86
Exp2,C,slow,could,2,86,172,98,110
Exp2,C,slow,could,3,89,212,108,114
Exp2,C,slow,could,4,110,197,100,85
Exp2,C,slow,could,5,88,194,84,118
Exp2,D,fast,back,1,NA,NA,NA,NA
Exp2,D,fast,back,2,23,101,63,65
Exp2,D,fast,back,3,NA,NA,NA,NA
Exp2,D,fast,back,4,NA,NA,NA,NA
Exp2,D,fast,back,5,7,143,66,51
Exp2,D,fast,pack,1,28,115,80,68
Exp2,D,fast,pack,2,26,116,91,115
Exp2,D,fast,pack,3,14,96,104,87
Exp2,D,fast,pack,4,39,99,95,63
Exp2,D,fast,pack,5,42,109,104,63
Exp2,D,fast,big,1,NA,NA,NA,NA
Exp2,D,fast,big,2,10,141,52,85
Exp2,D,fast,big,3,NA,NA,NA,NA
Exp2,D,fast,big,4,11,133,49,85
Exp2,D,fast,big,5,13,129,49,91
Exp2,D,fast,pig,1,21,124,47,92
Exp2,D,fast,pig,2,19,120,49,108
Exp2,D,fast,pig,3,33,138,43,82
Exp2,D,fast,pig,4,39,130,53,120
Exp2,D,fast,pig,5,16,134,67,146
Exp2,D,fast,dab,1,13,180,49,81
Exp2,D,fast,dab,2,11,159,57,82
Exp2,D,fast,dab,3,9,175,70,0
Exp2,D,fast,dab,4,4,187,65,82
Exp2,D,fast,dab,5,12,177,57,99
Exp2,D,fast,tab,1,56,149,48,86
Exp2,D,fast,tab,2,54,189,58,115
Exp2,D,fast,tab,3,49,159,69,126
Exp2,D,fast,tab,4,45,162,65,2
Exp2,D,fast,tab,5,48,154,89,0
Exp2,D,fast,dug,1,19,121,63,83
Exp2,D,fast,dug,2,10,152,59,158
Exp2,D,fast,dug,3,12,132,45,139
Exp2,D,fast,dug,4,11,148,74,81
Exp2,D,fast,dug,5,17,140,56,65
Exp2,D,fast,tug,1,45,125,84,0
Exp2,D,fast,tug,2,40,110,78,78
Exp2,D,fast,tug,3,43,104,73,70
Exp2,D,fast,tug,4,45,128,64,77
Exp2,D,fast,tug,5,52,124,77,100
Exp2,D,fast,goat,1,14,121,58,42
Exp2,D,fast,goat,2,30,104,64,28
Exp2,D,fast,goat,3,9,136,90,61
Exp2,D,fast,goat,4,NA,NA,NA,NA
Exp2,D,fast,goat,5,30,126,88,26
Exp2,D,fast,coat,1,59,107,75,55
Exp2,D,fast,coat,2,36,120,79,73
Exp2,D,fast,coat,3,43,113,93,50
Exp2,D,fast,coat,4,36,107,52,28
Exp2,D,fast,coat,5,35,127,96,53
Exp2,D,fast,good,1,21,137,52,97
Exp2,D,fast,good,2,14,129,50,82
Exp2,D,fast,good,3,15,154,56,130
Exp2,D,fast,good,4,9,156,31,145
Exp2,D,fast,good,5,20,107,49,69
Exp2,D,fast,could,1,36,97,48,54
Exp2,D,fast,could,2,49,122,50,91
Exp2,D,fast,could,3,39,115,45,101
Exp2,D,fast,could,4,39,107,34,83
Exp2,D,fast,could,5,51,108,44,84
Exp2,D,slow,back,1,20,154,82,94
Exp2,D,slow,back,2,NA,NA,NA,NA
Exp2,D,slow,back,3,NA,NA,NA,NA
Exp2,D,slow,back,4,9,166,99,143
Exp2,D,slow,back,5,NA,NA,NA,NA
Exp2,D,slow,pack,1,45,143,112,103
Exp2,D,slow,pack,2,66,142,122,86
Exp2,D,slow,pack,3,89,147,118,109
Exp2,D,slow,pack,4,79,155,101,131
Exp2,D,slow,pack,5,63,140,82,64
Exp2,D,slow,big,1,0,209,62,143
Exp2,D,slow,big,2,10,170,70,141
Exp2,D,slow,big,3,NA,NA,NA,NA
Exp2,D,slow,big,4,8,204,45,208
Exp2,D,slow,big,5,NA,NA,NA,NA
Exp2,D,slow,pig,1,66,163,65,141
Exp2,D,slow,pig,2,36,170,52,126
Exp2,D,slow,pig,3,57,158,78,183
Exp2,D,slow,pig,4,76,178,59,173
Exp2,D,slow,pig,5,87,176,63,151
Exp2,D,slow,dab,1,15,246,73,79
Exp2,D,slow,dab,2,10,280,77,111
Exp2,D,slow,dab,3,12,252,74,137
Exp2,D,slow,dab,4,10,281,61,113
Exp2,D,slow,dab,5,10,281,66,125
Exp2,D,slow,tab,1,85,216,71,101
Exp2,D,slow,tab,2,72,221,74,122
Exp2,D,slow,tab,3,59,233,68,82
Exp2,D,slow,tab,4,63,274,65,94
Exp2,D,slow,tab,5,69,235,68,119
Exp2,D,slow,dug,1,12,190,49,179
Exp2,D,slow,dug,2,12,218,65,153
Exp2,D,slow,dug,3,12,187,65,171
Exp2,D,slow,dug,4,11,201,60,171
Exp2,D,slow,dug,5,11,229,64,128
Exp2,D,slow,tug,1,55,171,61,127
Exp2,D,slow,tug,2,87,153,72,139
Exp2,D,slow,tug,3,80,188,40,142
Exp2,D,slow,tug,4,71,167,66,137
Exp2,D,slow,tug,5,82,178,62,140
Exp2,D,slow,goat,1,19,168,108,73
Exp2,D,slow,goat,2,18,181,107,104
Exp2,D,slow,goat,3,13,175,84,85
Exp2,D,slow,goat,4,NA,NA,NA,NA
Exp2,D,slow,goat,5,NA,NA,NA,NA
Exp2,D,slow,coat,1,78,128,131,74
Exp2,D,slow,coat,2,70,122,121,75
Exp2,D,slow,coat,3,NA,NA,NA,NA
Exp2,D,slow,coat,4,86,145,121,142
Exp2,D,slow,coat,5,65,134,100,118
Exp2,D,slow,good,1,NA,NA,NA,NA
Exp2,D,slow,good,2,28,195,66,115
Exp2,D,slow,good,3,16,185,55,132
Exp2,D,slow,good,4,18,223,74,129
Exp2,D,slow,good,5,23,194,61,145
Exp2,D,slow,could,1,88,149,61,100
Exp2,D,slow,could,2,87,176,52,131
Exp2,D,slow,could,3,90,178,49,118
Exp2,D,slow,could,4,86,166,53,182
Exp2,D,slow,could,5,90,186,56,102
